Date,AAPL,AMZN,CAT,CVX,GOOGL,JNJ,JPM,KO,META,MSFT,NVDA,PFE,PG,V,XOM
2025-07-11,210.92062377929688,225.02000427246094,403.27978515625,153.60011291503906,180.02899169921875,155.75672912597656,285.4720764160156,69.3382339477539,717.0260620117188,502.49395751953125,164.91070556640625,25.21491050720215,154.90008544921875,347.31884765625,114.36578369140625
2025-07-14,208.3834991455078,225.69000244140625,403.1307373046875,149.98040771484375,181.3977508544922,155.6773223876953,287.30322265625,68.94127655029297,720.4337158203125,502.1944274902344,164.06076049804688,24.920000076293945,151.6551055908203,349.88433837890625,112.86970520019531
2025-07-15,208.87295532226562,226.35000610351562,402.00811767578125,149.03097534179688,181.83737182617188,154.03933715820312,285.1636047363281,68.83211517333984,709.910888671875,504.9898376464844,170.69036865234375,24.19255256652832,150.5898895263672,346.41046142578125,111.8690185546875
2025-07-16,209.92176818847656,223.19000244140625,410.19451904296875,148.2694549560547,182.80650329589844,163.57931518554688,284.4371337890625,68.7427978515625,702.4358520507812,504.7901611328125,171.36033630371094,24.19255256652832,151.6255340576172,349.285400390625,111.1952896118164
2025-07-17,209.78192138671875,223.8800048828125,415.35076904296875,149.71337890625,183.41595458984375,161.79241943359375,288.4974060058594,70.05274963378906,700.9368896484375,510.8601989746094,172.99024963378906,24.163061141967773,153.48965454101562,349.195556640625,110.63054656982422
2025-07-18,210.9405975341797,226.1300048828125,411.01910400390625,148.38812255859375,184.89462280273438,162.50717163085938,289.8607482910156,69.3183822631836,703.8049926757812,509.212890625,172.40028381347656,24.0549259185791,154.02293395996094,348.4368896484375,106.77640533447266
2025-07-21,212.23912048339844,229.3000030517578,408.8952331542969,148.03208923339844,189.9301300048828,163.16236877441406,289.5622253417969,69.53671264648438,712.4890747070312,509.2228698730469,171.37034606933594,23.84848976135254,153.9534149169922,350.3235778808594,107.05382537841797
2025-07-22,214.15695190429688,227.47000122070312,415.99481201171875,148.38812255859375,191.1690216064453,166.70635986328125,290.0199890136719,69.12983703613281,704.3345947265625,504.44073486328125,167.0205841064453,24.71356201171875,157.2205810546875,351.241943359375,107.539306640625
2025-07-23,213.9072265625,228.2899932861328,426.3650207519531,151.43421936035156,190.0600128173828,167.8678436279297,295.32421875,68.6336441040039,713.0986938476562,505.0397644042969,170.77037048339844,24.92983055114746,157.18084716796875,354.66595458984375,108.91648864746094
2025-07-24,213.51766967773438,232.22999572753906,428.28948974609375,154.11439514160156,191.99827575683594,168.32447814941406,295.1152038574219,68.57408905029297,714.31787109375,510.0415344238281,173.73020935058594,24.920000076293945,157.70716857910156,353.3482666015625,109.76856231689453
2025-07-25,213.63754272460938,231.44000244140625,432.50738525390625,153.13528442382812,193.0073699951172,167.07366943359375,297.1752014160156,68.64356231689453,712.1992797851562,512.866943359375,173.49021911621094,24.790000915527344,157.20071411132812,356.4128723144531,109.38215637207031
2025-07-28,213.80735778808594,232.7899932861328,431.69970703125,154.55943298339844,192.4079132080078,165.00881958007812,296.83685302734375,67.57177734375,717.14599609375,511.65887451171875,176.7400360107422,24.309999465942383,156.0189666748047,354.8456115722656,110.4125747680664
2025-07-29,211.03050231933594,231.00999450683594,428.8179626464844,155.30117797851562,195.5750732421875,166.8850555419922,295.6028747558594,68.85195922851562,699.52783203125,511.728759765625,175.50009155273438,24.299999237060547,155.52244567871094,350.6729736328125,111.83928680419922
2025-07-30,208.81301879882812,230.19000244140625,432.8763122558594,151.86936950683594,196.35438537597656,166.04122924804688,298.1803283691406,68.22676086425781,694.7410888671875,512.3976440429688,179.25990295410156,23.809999465942383,151.81834411621094,350.29364013671875,110.86833190917969
2025-07-31,207.33470153808594,234.11000061035156,436.76513671875,149.97052001953125,191.728515625,163.53961181640625,294.80670166015625,67.37329864501953,772.9183349609375,532.6243896484375,177.85997009277344,23.290000915527344,149.42507934570312,344.8631896972656,110.61072540283203
2025-08-01,202.1505889892578,214.75,427.4618835449219,149.733154296875,188.96099853515625,166.11073303222656,287.969970703125,68.33592224121094,749.504150390625,523.2498168945312,173.710205078125,23.489999771118164,149.60382080078125,338.7539367675781,108.62916564941406
2025-08-04,203.11949157714844,211.64999389648438,432.45751953125,149.3771209716797,194.86570739746094,169.79368591308594,292.8363037109375,68.4351577758789,775.8463745117188,534.7609252929688,179.98985290527344,23.530000686645508,149.7130584716797,341.54901123046875,106.38009643554688
2025-08-05,202.68995666503906,213.75,432.98602294921875,151.3551025390625,194.4960479736328,169.4958953857422,289.96026611328125,68.52447509765625,762.945068359375,526.8838500976562,178.24993896484375,24.75,149.4647979736328,336.8373107910156,106.25128936767578
2025-08-06,213.0082550048828,222.30999755859375,426.4946594238281,151.09796142578125,195.91476440429688,169.3469696044922,289.9403991699219,68.98097229003906,771.4692993164062,524.0784912109375,179.40988159179688,23.93000030517578,151.79849243164062,339.14324951171875,105.52802276611328
2025-08-07,219.7805633544922,223.1300048828125,415.9250183105469,151.47378540039062,196.34439086914062,170.28012084960938,285.5517272949219,69.89397430419922,761.316162109375,519.9852294921875,180.7598114013672,24.229999542236328,152.4241180419922,331.5066833496094,104.97318267822266
2025-08-08,229.0900115966797,222.69000244140625,415.32672119140625,153.30340576171875,201.24000549316406,172.0670166015625,287.3629150390625,69.80464935302734,768.7811279296875,521.1832275390625,182.689697265625,24.579999923706055,152.4439697265625,336.1884460449219,105.81535339355469
2025-08-11,227.17999267578125,221.3000030517578,407.3695983886719,151.76058959960938,200.8203887939453,172.55345153808594,288.1590270996094,70.21153259277344,765.3534545898438,520.9136962890625,182.0497283935547,24.579999923706055,153.9037628173828,335.30999755859375,104.85429382324219
2025-08-12,229.64999389648438,221.47000122070312,411.52764892578125,152.7397003173828,203.15829467773438,171.52101135253906,291.4331359863281,70.17183685302734,789.4671630859375,528.3713989257812,183.14967346191406,24.649999618530273,154.01300048828125,336.739990234375,105.15151977539062
2025-08-13,233.3300018310547,224.55999755859375,412.51483154296875,154.15394592285156,201.779541015625,173.14906311035156,289.1243591308594,69.92374420166016,779.5538940429688,519.7256469726562,181.5797576904297,25.15999984741211,154.33078002929688,342.54998779296875,106.60797119140625
2025-08-14,232.77999877929688,230.97999572753906,416.3039245605469,153.45176696777344,202.75865173339844,173.44688415527344,292.7367858886719,69.02067565917969,781.6024780273438,521.6224975585938,182.00973510742188,25.110000610351562,152.67237854003906,345.489990234375,106.38999938964844
2025-08-15,231.58999633789062,231.02999877929688,406.62176513671875,154.8264617919922,203.71778869628906,175.35289001464844,289.08453369140625,69.38784790039062,784.7003784179688,519.3162841796875,180.4398193359375,25.139999389648438,153.28807067871094,344.4700012207031,106.48999786376953
2025-08-18,230.88999938964844,231.49000549316406,411.4578552246094,153.61001586914062,203.3181610107422,174.96572875976562,290.1195068359375,68.60386657714844,766.8524169921875,516.2512817382812,181.99972534179688,25.06999969482422,154.6386260986328,342.739990234375,106.72000122070312
2025-08-19,230.55999755859375,228.00999450683594,414.8979797363281,152.0,201.389892578125,176.5044403076172,289.25372314453125,69.59625244140625,750.97314453125,508.933349609375,175.63009643554688,25.31999969482422,157.3000030517578,342.45001220703125,107.41999816894531
2025-08-20,226.00999450683594,223.80999755859375,419.38507080078125,153.22000122070312,199.1418914794922,177.536865234375,290.8260803222656,70.16191101074219,747.2156372070312,504.8900146484375,175.39010620117188,25.3799991607666,158.4022979736328,343.92999267578125,108.52999877929688
2025-08-21,224.89999389648438,221.9499969482422,416.6928405761719,155.5500030517578,199.57150268554688,177.62620544433594,290.059814453125,70.12222290039062,738.6014404296875,504.239990234375,174.97012329101562,25.739999771118164,157.62771606445312,343.69000244140625,109.2300033569336
2025-08-22,227.75999450683594,228.83999633789062,434.421875,158.17999267578125,205.9058380126953,177.98358154296875,294.80670166015625,69.59625244140625,754.2808837890625,507.2300109863281,177.97996520996094,25.8799991607666,157.56813049316406,350.0400085449219,111.27999877929688
2025-08-25,227.16000366210938,227.94000244140625,431.0615234375,158.1999969482422,208.30369567871094,177.11000061035156,293.47320556640625,68.40538787841797,752.7918701171875,504.260009765625,179.79986572265625,25.139999389648438,155.0656280517578,348.82000732421875,111.73999786376953
2025-08-26,229.30999755859375,228.7100067138672,430.0245056152344,157.36000061035156,206.95489501953125,176.49000549316406,297.1254577636719,68.20691680908203,753.5913696289062,502.0400085449219,181.75975036621094,24.920000076293945,154.8868865966797,351.17999267578125,111.48999786376953
2025-08-27,230.49000549316406,229.1199951171875,431.43048095703125,159.24000549316406,207.29458618164062,176.7899932861328,297.8320007324219,68.30615234375,746.8759155273438,506.739990234375,181.5897674560547,25.06999969482422,155.87002563476562,350.3500061035156,112.75
